,KJIC,MS_Avg,TEP_average,Beta_avg,PC_IF_2.25MHz,PC_IF_3.5MHz,PC_BS,type_cw,Type
50,152.53272842164998,4.815028274410574,-1.4577216389031573,0.0022548771600603944,30.1111723661302,171.3212586977158,4.316716380796649,304-20,304
51,79.40329392185461,0.6001152430015314,-1.73087097718989,0.002471446123887677,182.9999298813069,149.55408902839264,-35.17575609576657,316-40,316
52,65.43472247566454,3.1280160214902977,-1.0470752467940732,0.002323451849509401,149.1047330596419,263.63223539499967,-43.76955818124774,304-80,304
53,74.7427297701979,0.7015332876419994,-1.6493571579862694,0.002963631663943276,99.23504518314317,61.33121336599936,-43.342598795185154,316-80,316
54,42.380521987118954,0.012674520241364121,-1.4787489154361815,0.002400302753277095,958.9507395123712,1450.038401586519,-43.54998737681026,A286-60,A286
55,71.19351948974236,5.351160017357967,-1.0539817026737541,0.0027284226663897735,151.31148130895556,382.5770634885283,-36.473577917607734,347-60,347
56,60.72771778404184,0.009250000000000001,-1.3075294230729064,0.00223655306031726,561.2908371269682,315.61014299093245,-13.36981580392884,A286-20,A286
57,70.82331701733861,6.0165542268445575,-1.1895397577341789,0.0026935667367180586,30.66040059101498,435.01207835561524,-14.78154512485996,347-80,347
58,128.03649650775074,0.0977496429268698,-1.375746223139058,0.0025124286607549552,122.84132840952441,908.0754664441441,-12.056094234696205,316-0,316
59,50.67944246374742,0.23550912916257147,-1.5253172948319962,0.0021972820219338897,53.181746156613755,203.54438017347724,-68.99823135998116,316-80,316
60,107.55715317092137,0.10140263793913543,-1.1881919312757012,0.002674729649138604,125.25298400780294,-1.6168110601407761,-4.797451471100597,347-0,347
61,35.68700854209816,0.009843780312250456,-1.2742934279344136,0.002379568910496825,537.1127648579945,829.860545425068,-34.5170366767893,316-40,316
62,69.4848457704295,0.8779340303889238,-1.5721665874510196,0.0028085564428445894,178.35516762905579,24.61408156432489,-64.89500024160002,316-80,316
63,27.168818738298167,0.4496189054301491,-1.5337833121034206,0.0021468962022195407,449.54722537820174,138.60260567444934,-69.00000011597096,A286-80,A286
64,55.42612549661368,6.186436368783494,-1.7745329871512403,0.0027403409319958854,58.257718024590055,290.4660468379178,-43.697985411794704,316-80,316
65,94.24419198072837,5.462359272538311,-0.7615097987278443,0.0023157236471676146,61.963456686995016,293.8638445406943,-10.086004056477176,347-80,347
66,50.93886622357552,1.7617242838943614,-1.7031420801848873,0.002542519818435211,190.71740654089197,159.00021296263702,-50.8648720001926,316-80,316
67,105.66345348691381,2.1654955475696265,-1.4632654499674458,0.0022403326818355557,31.650775224037094,21.8249048913803,-6.634642729793427,347-40,347
68,99.8332740045951,1.6040814382337243,-1.4442717133315488,0.001979582227799417,172.5345425129944,1091.3954396611462,-13.860932542488179,347-20,347
69,81.02045587094423,3.294646418975797,-1.272499254721656,0.002516718102295839,121.94074036162395,347.52277905708684,-28.74735784939657,347-60,347
70,65.57759698029157,0.009250000000000001,-1.1853021908045993,0.001976333571460374,800.7255219918086,517.1860040040887,-24.38904520837924,A286-20,A286
71,163.45260916993146,2.346343764637489,-1.2131401367650458,0.0020149910043237426,22.171786782191987,140.82535580604184,-12.668063008785591,304-40,304
72,147.41486829447066,0.009638570141828461,-1.509841771976825,0.001812438206586046,318.76705134235505,185.56772363122857,17.84511250467595,347-20,347
73,111.75446978459713,1.5207452395613192,-1.384700003305628,0.0018956457443837285,130.7724927468742,212.84788317277722,-8.52292240063629,347-20,347
74,43.849926968587184,4.058127815526379,-1.0197821012602142,0.0026128180876177475,341.3206225528098,405.1416442775265,-29.98311307695002,347-60,347
75,75.65267098470541,0.009250000000000001,-1.1063331468264823,0.002336093348769382,333.4612237000026,1159.820905531363,-29.27547427493376,A286-20,A286
76,105.9392223324223,2.9559305209667053,-1.1558881943093944,0.00250826740479676,66.12764580557435,125.37538124782732,-14.165135095923652,304-20,304
77,73.6110134587319,0.04853833971516121,-1.2076174606741175,0.002338366781771546,47.89801196408697,18.514928746756,-13.799465210908357,304-80,304
78,156.70897250940232,4.01185410166478,-1.2971375357692536,0.0025368123842722775,17.13139436498728,86.97963635242618,17.011546551254764,304-60,304
79,117.68300470568317,2.3526084144016237,-1.6538722028889803,0.002547902314104524,2.714240468267193e-10,17.836920807928692,-1.1204078011727567,316-0,316
80,40.161998813562306,0.009250000000000001,-1.548208242713889,0.0019107947998594315,739.9983713663055,617.9017116879957,-24.028552471193493,A286-60,A286
81,132.73984206564208,0.01054819283148034,-1.7182191687241568,0.0022546630871278805,8.490837534175453e-06,60.85053195253738,6.865400115955833,347-0,347
82,54.39451446095242,0.01338625024708947,-1.3478094964101701,0.0020489293133915385,748.0711890765239,815.9894362596632,-63.67337783092516,A286-80,A286
83,96.90234094682076,2.913376805352854,-1.6070293645173206,0.0022151793300523672,77.47044130825552,232.34586720231445,-36.65845087019555,347-40,347
84,101.63984314724384,0.014283641334342139,-1.6491224295057043,0.0021839062452294142,2.8488580602544976e-12,-17.95607760480138,21.616358147574108,316-0,316
85,155.98484121752017,1.4757472899555923,-1.5844714239409832,0.002427699356717111,19.79670975504441,-3.4846979469207895,20.508264715470258,304-20,304
86,55.80034563210042,0.05009273255756613,-1.7009114037962831,0.0027393207059051685,112.09183667333174,194.41438946412396,-28.16074343706647,316-40,316
87,86.29504096755457,0.011592998586938399,-1.7038911602439315,0.00255436443237204,4.173993193086005e-09,31.410427260848678,-44.4985001399749,316-80,316
88,117.65502873976588,2.514791670011387,-1.3826378848605807,0.00192024590877433,-7.925399909523181e-26,100.02637289326498,-11.771196028134653,304-40,304
89,81.11817079372679,0.012966887683520126,-1.313756843333573,0.002581423818080455,57.63426460874268,128.38233573674427,-2.6759378234383924,316-0,316
90,125.82980313824518,1.9975181040316832,-1.2865126260962116,0.002627797269082041,75.30935305644759,58.91974067075125,7.419411053825129,A286-0,A286
91,41.962776466562985,0.009250000000000001,-1.2025614320675373,0.0024132675140693016,503.757437985157,645.5720689039802,-44.49723061886091,A286-60,A286
92,97.01432662949193,0.016859872673508962,-1.483303896660062,0.0018395425277322576,257.20385710405696,282.9583652776361,-13.841119322961116,347-20,347
93,103.62530293072908,0.015337443372114866,-1.4865752526970177,0.0024416605176809983,134.01356108459467,912.8832844757145,-20.987405554117355,304-60,304
94,146.59493271216252,2.160257943490246,-1.2434469560957322,0.002298852279083874,81.02009107271736,226.95528917773026,-15.47536843719093,304-40,304
95,61.180658714111516,0.34474094833174285,-1.471841800734742,0.0021865348337084404,515.9318912930106,108.4876761533778,-56.08035891210868,A286-80,A286
96,66.72622750734256,0.009252805509798874,-1.4952129228461006,0.002444910876719922,170.20347369269356,1090.323299334604,-42.99718285142699,A286-60,A286
97,85.94585794675743,0.018921254121412975,-1.379491191346577,0.002497505755501622,54.16674934625734,-47.53901518863361,-7.09104998340929,304-60,304
98,74.68452420719275,0.8943544864832973,-1.4270476757114592,0.002303806973387903,134.8514781912753,83.51294693269517,-26.18008592317536,304-40,304
99,31.093765737141275,0.009250000000000001,-1.6473249823257852,0.0021600359768009386,1083.3899628640079,1558.4325152340637,-59.45408674457035,A286-60,A286
100,136.30102340003802,0.9059015862130015,-1.4962043765916748,0.0019368277347231446,209.25605601415094,214.81918266408604,-11.392010914202075,347-20,347
101,118.93410757153845,2.2643928199978665,-1.1908191559743941,0.0022794028174720053,87.47746546097291,167.27549845804452,-30.150934538839792,347-40,347
102,100.22656481990123,1.1808333033956777,-1.6557880876921418,0.0027116991124545627,5.4001304870446887e-11,28.43514841546468,-20.36921268299729,316-80,316
103,85.33052366796491,3.462748307162165,-1.1038036079622326,0.002539971391482688,46.30981793421365,59.921619210107735,-48.36348581489432,304-80,304
104,89.6559472467011,0.009555884036947482,-1.5014523989911477,0.0023978347452359413,0.000810222144745245,387.0645963310984,22.703689933535212,316-20,316
105,74.18980266069178,0.4724078586156555,-0.9827692234671546,0.002271628408607162,80.4205714727976,273.16175604639477,-28.025894268916158,304-80,304
106,77.02582635156563,0.009250000000000001,-1.171350546798872,0.0018968910753182832,777.4049675427929,1307.1895996619048,3.9611477789938156,A286-20,A286
107,42.725879675545606,0.009250000001540156,-1.8220432122240564,0.0025531788464044822,209.57928540430333,197.5436505254803,-23.169743271179804,316-40,316
108,101.71298710172319,6.014191002432725,-0.9353032162809282,0.0022756554522170417,111.63420618425768,411.1442121384023,-37.45213604107576,347-80,347
109,126.47185238378147,6.390995900704316,-1.4547330131492617,0.002707940216357612,2.3964074785158505e-06,281.2995469699171,29.999999973365316,347-60,347
110,74.15627167376134,0.03135426665534423,-1.7182588687775344,0.0026529488072918675,86.12251214015026,302.9923870153323,29.534808348949365,316-20,316
111,80.56527094473594,0.06801068313691842,-1.7002434729820193,0.0026765591249254474,88.75347938904748,103.85477946582833,-7.8385449599564545,316-40,316
112,156.16209365515218,0.01143132159691266,-1.5634927802156517,0.002343598812228212,63.7066275138858,779.6503764890723,18.012788316044396,A286-0,A286
113,217.4866003378171,0.11083852322235418,-1.5277865542689535,0.002627936431139313,54.88123423982201,471.4485476441916,2.549675929325719,304-0,304
114,88.61874586752191,0.054881040985786486,-1.8238874371618157,0.0026927930932482864,92.25889361581511,-23.52568255796885,-14.486285643883647,316-20,316
115,44.52842394648319,0.009250000000000001,-1.2104118069909795,0.0020569007365119456,926.6081814500053,1127.1248088743555,-50.874596590831054,A286-60,A286
116,70.57670644439223,5.494477718865002,-0.8832668638142613,0.002459477759307384,1.897634062981195,188.79759871179212,16.21928014325893,304-80,304
117,37.10885745340747,0.009292397800482018,-0.9960201898769285,0.002240105779257425,961.8437011860634,1406.6773819789012,-61.95935173696515,A286-0,A286
118,220.12486182076518,0.00925000294365296,-1.429737477891795,0.0018231748776699032,184.5431813421847,-2.5656515307594248,-10.6830096970939,347-20,347
119,62.42202821018002,0.6493155925550819,-1.7723340328793147,0.002551452451276497,67.43153616687346,144.7941043047253,-29.38797861974356,316-40,316
120,76.79964961174576,6.03523643133612,-0.9454470863180547,0.002259392530076687,112.3151411102411,208.40957444854894,-7.779021796114318,347-80,347
121,122.94051451445344,0.039507473596178275,-1.6291910485196452,0.00236972543171827,23.264426508234102,9.598493356470044,8.321983767005882,316-0,316
122,104.32631687011326,1.0874169847169795,-1.3855378148071238,0.002505834698079889,4.206257312110499e-14,76.12737147648409,-18.805478167447596,316-0,316
123,63.289946248964974,0.05331614718085495,-1.1035897896164175,0.0022732253747855683,682.9699462026924,1206.3335908875522,2.5574405451694666,A286-20,A286
124,75.54932340942543,0.02401254061968057,-1.544939854461928,0.0025153089161959667,273.2481316444105,173.84290411914128,-68.99970598254323,316-80,316
125,39.16416373825636,0.009250000000000001,-1.459094165081052,0.001943090407438057,223.62981231195673,971.4490844810603,-47.85060022600763,A286-20,A286
126,121.57879903634642,3.792494235104006,-1.4710532597236812,0.0024813045186141743,335.9459603466326,253.21455030380827,22.841800057092723,347-40,347
127,92.14453424831056,0.7999318066378934,-1.1598445353507967,0.0022927242344928296,3.2699585524048924,106.8918991687672,-34.28077632010275,304-40,304
128,84.95427159873023,0.009250001713328659,-1.2464522649141112,0.0025502575519365652,347.8816588014587,519.3454018518235,-14.631791426095173,347-40,347
129,102.60704491761535,0.12902219230671363,-1.5316656284296286,0.0025214443219941725,37.23128119893174,62.614263446727136,-30.77980966098588,316-20,316
130,46.59016924187996,0.07283576436747655,-1.1449174172271903,0.00199063748591036,1070.877929434677,1631.5913019679397,-19.64200287614874,A286-20,A286
131,92.98819184720796,2.8331087660122747,-1.2482668381151516,0.0021373836377182303,40.884659072644,90.05824151887751,-14.782313954326778,304-40,304
132,89.07948575594045,0.009250000077707692,-1.562935760711299,0.0025232516547630253,56.232601248750306,321.29902320866177,-12.511772403670856,304-0,304
133,171.96307387372423,1.8953425346515747,-1.5216900561688296,0.002818544654577848,83.8920349551424,-15.039801641374453,23.05850124645958,304-0,304
134,50.51378583209852,0.01081820597468013,-1.3984749124293172,0.0026226938261244307,316.43224713825214,327.02059808909274,-38.644128223760234,347-60,347
135,144.24446733767144,1.9171250537120563,-1.346276132089033,0.002585191330630758,24.440331686147626,175.7943058939,10.101813476615416,304-60,304
136,72.25546808967255,0.020871378787282967,-1.534530364301257,0.0022364199725428196,502.6692381292703,621.8354544418037,-60.29177344831726,A286-80,A286
137,90.8376314801966,0.03324928500578221,-1.3880909725205972,0.002124860177137576,63.21012545310808,245.73392423593972,7.730114151700114,316-40,316
138,114.40524819438481,0.00925000000003033,-1.5270797719022684,0.0019816971236035668,459.1849980140736,240.80203659645844,-67.99311739986055,347-20,347
139,58.24279299762336,0.27938559826331055,-1.634133438276036,0.002493303888171375,67.92320865355995,44.71965872506382,-0.002230139514956875,316-40,316
140,32.51792475222122,0.10167803157018254,-1.1707570207949494,0.0024681524766740977,792.4216915332536,282.5915330161091,-56.92135684804913,A286-60,A286
141,98.45205572897274,1.4483219348867904,-0.9732486834912846,0.002100360844258083,0.002760187297806883,145.15422146206208,8.335840344930272,304-40,304
142,96.70931292136801,1.3431732555616835,-1.2470548015133784,0.002780549326462728,9.021486407287322,179.71600177006638,-4.017951811156362,347-80,347
143,290.4218554933131,0.15188927348278172,-1.5943151503619382,0.0026733068572787496,0.07031250898301297,42.77359151910875,-12.506942366745736,304-0,304
144,91.81865365482507,5.432407010555995,-1.009552660051158,0.00237689241774457,4.192919759280237e-11,132.75725378363074,-68.99852180053882,304-80,304
145,56.771101493946155,0.40331270820292475,-1.5905716863778743,0.002281665555143055,168.40579710720849,119.89876829546563,-33.98851482889073,316-60,316
146,145.95858654416352,0.009250000000548065,-1.3605102352861906,0.002425119556529334,5.654434267008708e-05,200.10879031449298,5.907727988785695,A286-0,A286
147,187.5830120504338,0.009250000000000282,-1.4663357417223262,0.0022902622967747406,3.640439723670421e-09,-117.32285811928043,-11.325277949215995,A286-0,A286
148,96.01523659003924,6.3909976828965505,-1.0749574762774257,0.00240287618615927,3.176260768643287e-08,226.81680797321823,-12.41457653549624,347-80,347
149,179.82644569046013,0.9222791091934254,-1.6803375296408058,0.002388990623090227,1.2776473235237176e-08,-26.760847189877637,10.034664168515537,304-0,304
150,134.2851292658203,0.011703954609082379,-1.4062622843570207,0.002656041417126443,0.00011120144813553762,115.46268207377294,17.956555411661423,347-0,347
151,71.86053490761635,0.00925000004967847,-1.2848549051581106,0.0020354429483096584,703.434955181677,1334.989696562098,-13.216347028524513,A286-20,A286
152,29.63438621555989,0.012586472481636569,-1.4548079939787604,0.002487514368035096,477.9450716139237,1135.8962201020854,-43.80729420953172,A286-60,A286
153,107.8184107014576,1.6128572147252063,-1.4052975414456002,0.0025582871044389655,22.443505196256762,134.8302101985964,1.6973782746576624,316-20,316
154,126.06223531037736,1.3582506667096683,-1.6602795724078512,0.002440647672596278,26.6893387237647,52.27647684103445,-1.8983163955695055,304-20,304
155,59.820504091260304,0.009250000000000001,-1.1910028944749738,0.0019639395952660396,558.2588948997173,384.31957051139943,-33.13883318821006,A286-20,A286
156,54.79595828852305,0.08117863627563579,-1.439369125300746,0.002732402169035061,2.7991861745288057e-16,58.03757855872274,30.000000095802722,316-20,316
157,29.313930394462847,0.009250000000000001,-1.3287925791729895,0.0020858968443411207,921.9298486972435,1537.7507259319775,-36.23738570495817,A286-60,A286
158,74.72149615379799,0.009250000000000001,-1.3593404086225296,0.002284605603068269,262.652734484145,940.7968692162311,-55.57832620269443,A286-20,A286
159,100.00935289302281,0.0792813944653456,-1.2261020351757075,0.002519930898983429,436.7074709027392,173.21444914749173,-16.17532331201826,304-60,304
160,58.665046497198645,0.5222546843054129,-1.5389231934446999,0.0023505443131328343,7.607082608985916e-06,249.11598083414526,-51.1512261859757,316-60,316
161,82.78150085408706,6.3909999996448805,-0.9890926895474107,0.002558742968674153,347.8092490186513,213.40849308337675,-51.378787967856255,347-80,347
162,75.47177117934744,2.088761396040457,-1.1802437502642866,0.0021253077892179908,181.68232849746565,258.19915338691004,-45.85848828734623,304-40,304
163,34.364093138749595,0.06081334861966681,-1.2399214060461095,0.002141860202016298,496.45974912692645,322.1467829707646,-65.85952520066046,A286-80,A286
164,70.70006605621839,1.1657382263388696,-1.8059420492060718,0.0019414601871349932,3.4906767497938254e-06,293.6122119548502,-42.49298844625741,316-60,316
165,67.91688251126956,0.192150281398911,-1.3725488461851132,0.0026578409887516507,4.894625290974099e-21,113.44224039959298,29.998458238128816,316-20,316
166,42.36645802742411,0.022143699212872597,-1.2861587513106587,0.0021881675565843532,566.949327642315,119.48739360365141,-35.85729179848175,A286-80,A286
167,90.66452766205938,1.8862170233461337,-1.174211333909734,0.002643534571728816,89.90562205973438,290.6370231443826,-33.39306080003552,347-80,347
168,151.31669794258715,1.2236598916314758,-1.4651530627262308,0.0024606035923884113,112.02508956115892,410.2477942508506,-7.689405082291454,304-0,304
169,89.34644482061461,0.01031409532393383,-1.3660756281007507,0.0021388088687946585,44.758748981309544,131.1614711718379,-18.320452460242876,A286-0,A286
170,79.97299517460112,0.3100619581411123,-1.6626291365057395,0.002566788629509384,226.1426914262682,537.4598124282717,29.914435990864103,304-0,304
171,121.75243539494925,3.9393133320074045,-1.5382239243817437,0.0026345044652589782,9.0194944975725e-05,128.12081806735756,12.96775104469253,347-0,347
172,122.10847992397812,4.798055102715966,-1.085648235459525,0.0019620512931781816,125.85969924754336,273.0149090975564,-22.431663861494073,304-20,304
173,61.83487719031069,0.009250000000000001,-1.2426054508076818,0.0022094274356236968,488.5927532852629,826.2747101786077,-40.791114207943934,A286-20,A286
174,112.7708125547198,2.9950694934173403,-1.3222813290087816,0.0028946947468732496,9.031171657265242,142.4400251173015,-36.939317932016856,304-0,304
175,91.61328125613252,0.4644027674370315,-1.600304077984892,0.0025576744334240144,6.08540589738305e-12,17.152527892938366,4.298328979746465,304-0,304
176,85.86514394169605,0.48888625574576505,-1.3984495665649013,0.0025425906190721342,1.7682578738488536e-07,192.4278590661044,-14.60688282543671,316-20,316
177,36.24575330645542,0.00925000119454024,-1.2674363758748528,0.002144285733635065,907.8405894327138,1584.655518538361,-58.913923386474224,A286-60,A286
178,89.16954057058759,2.558601960565936,-1.6756550178859317,0.0025619755800366404,10.43831204486054,218.9314374410596,-7.515956699347358,316-40,316
179,109.19192048257358,0.6734144315622786,-1.5390746789942673,0.002071799154565126,0.017595270924794713,180.2525648550464,-0.26532287970223223,304-20,304
180,47.26574778615144,0.11096606306112525,-1.6831427169088535,0.0023216389651469814,148.68390880036435,117.00424678427608,24.248667824895183,316-80,316
181,38.2206772903058,0.696097339766025,-1.4136032696353966,0.0021388128919180988,138.36897235251433,321.1272725935903,-58.89419583028062,316-40,316
182,102.9291900201758,3.4191856685388773,-1.0922140597428187,0.002479453256188385,1.0830411511758355e-19,150.60276696706345,-33.03329176217499,347-80,347
183,64.92045446309517,5.950801415578781,-1.3726504217813147,0.0022343095750341703,362.26611744477566,375.74215283609647,-13.248650522559466,347-60,347
184,78.9773061554476,0.009250000000000196,-1.5340944590720083,0.0022057675495449586,337.95540179410085,752.6857338153642,-50.022383047631976,A286-80,A286
185,48.08707767723758,0.009250000032033393,-1.0641184908028627,0.002281288268527504,512.0522893960688,944.6388142668192,-16.11012819966468,A286-20,A286
186,58.937096047131476,0.7973518668139216,-0.9610112596470061,0.0024715705556110933,179.60769515365257,227.88196605306638,-10.342070398869893,347-80,347
187,160.43904512926073,0.9372140715405045,-1.2511260081677418,0.002491990932333164,81.71976158970759,135.33278604045506,7.860860714005899,316-0,316
188,60.48476611141342,0.5324535750039274,-1.3616818342721588,0.002481926590116377,75.43111724136435,110.33936613382193,2.649949685322216,304-20,304
189,128.1186237122978,1.1846946701466292,-1.350659935071902,0.002299511889178808,5.932622579498125,0.23430682343791887,6.634487085639485,304-40,304
190,79.1082534114998,0.4084416004716128,-1.5745912045373593,0.0024844824614311716,227.24292512724818,259.17112532816355,-32.23148964168781,316-60,316
191,32.90849308912243,0.009250022723583346,-1.3438572758334193,0.0019966200288569,785.0277549334469,1242.69756136518,-67.08742947004875,A286-80,A286
192,140.2505464241426,0.5670282116718283,-1.4471191760565063,0.0024889396070310586,187.47833713960844,76.57585790438179,-6.434104086270249,316-0,316
193,87.89896855238506,0.009250000000000001,-1.344256049989327,0.0024434506808994204,533.6570760571356,971.5890474689777,-15.473181948721102,A286-20,A286
194,179.5743219798851,0.01302832670974762,-1.7153536888573213,0.0026325140011782444,0.013495615990462251,118.93271544657516,14.901809165447549,347-0,347
195,95.6703669318262,6.387209996434476,-1.3321909855089273,0.002295988413119162,346.05043728028903,154.3410035707356,29.464828968531673,304-60,304
196,125.97871122120951,2.7530913189197324,-1.4002186920008277,0.0028085730421885486,284.4516618099962,107.13131045255798,-67.94365237257747,304-60,304
